customer_id,month,rental_count,total_spending,prev_rental,prev_spending,segment_next,predicted_segment,is_correct,cluster,segment
159,2005-08-01,5,17.95,10,38.9,Low Value,Low Value,True,0,Low Value
160,2005-07-01,9,28.91,3,10.97,Low Value,Low Value,True,1,Loyal
160,2005-08-01,15,66.85,9,28.91,High Value,High Value,True,2,High Value
161,2005-07-01,10,41.9,2,6.98,High Value,High Value,True,1,Loyal
161,2005-08-01,12,45.88,10,41.9,High Value,Low Value,False,2,High Value
162,2005-07-01,7,32.93,5,12.95,Low Value,Low Value,True,1,Loyal
162,2005-08-01,4,12.96,7,32.93,Low Value,Low Value,True,0,Low Value
162,2006-02-01,1,0.99,4,12.96,Low Value,High Value,False,1,Loyal
163,2005-07-01,11,40.89,6,29.94,High Value,High Value,True,1,Loyal
163,2005-08-01,10,43.9,11,40.89,High Value,High Value,True,2,High Value
163,2006-02-01,2,7.98,10,43.9,Low Value,High Value,False,0,Low Value
164,2005-07-01,10,38.9,3,16.97,High Value,High Value,True,1,Loyal
164,2005-08-01,2,8.98,10,38.9,Low Value,Low Value,True,0,Low Value
165,2005-07-01,12,49.88,2,6.98,High Value,High Value,True,1,Loyal
165,2005-08-01,6,24.94,12,49.88,Low Value,Low Value,True,0,Low Value
166,2005-07-01,13,56.87,4,13.96,High Value,High Value,True,2,High Value
166,2005-08-01,10,50.9,13,56.87,High Value,Low Value,False,2,High Value
167,2005-07-01,15,48.85,3,15.97,High Value,High Value,True,1,Loyal
167,2005-08-01,11,43.89,15,48.85,High Value,High Value,True,0,Low Value
168,2005-07-01,17,70.83,1,4.99,High Value,High Value,True,2,High Value
168,2005-08-01,13,52.87,17,70.83,High Value,High Value,True,0,Low Value
168,2006-02-01,1,0.99,13,52.87,Low Value,High Value,False,0,Low Value
169,2005-07-01,10,49.9,2,7.98,High Value,High Value,True,1,Loyal
169,2005-08-01,8,28.92,10,49.9,Low Value,Low Value,True,0,Low Value
170,2005-07-01,12,56.88,2,9.98,High Value,High Value,True,1,Loyal
170,2005-08-01,9,42.91,12,56.88,Big Spender,Low Value,False,0,Low Value
171,2005-07-01,9,33.91,7,32.93,Low Value,Low Value,True,1,Loyal
171,2005-08-01,9,37.91,9,33.91,Low Value,Low Value,True,1,Loyal
172,2005-07-01,14,70.86,3,3.97,High Value,High Value,True,2,High Value
172,2005-08-01,13,58.87,14,70.86,High Value,High Value,True,2,High Value
173,2005-07-01,14,57.86,5,16.95,High Value,Low Value,False,2,High Value
173,2005-08-01,8,36.92,14,57.86,Low Value,Low Value,True,0,Low Value
174,2005-07-01,7,32.93,4,16.96,Low Value,High Value,False,1,Loyal
174,2005-08-01,8,31.92,7,32.93,Low Value,Low Value,True,1,Loyal
175,2005-07-01,11,46.89,2,5.98,High Value,High Value,True,1,Loyal
175,2005-08-01,9,41.91,11,46.89,Big Spender,Big Spender,True,0,Low Value
175,2006-02-01,2,3.98,9,41.91,Low Value,Low Value,True,0,Low Value
176,2005-07-01,12,55.88,8,42.92,High Value,Low Value,False,2,High Value
176,2005-08-01,12,52.88,12,55.88,High Value,High Value,True,2,High Value
177,2005-07-01,7,22.93,5,14.95,Low Value,High Value,False,1,Loyal
177,2005-08-01,11,33.89,7,22.93,Loyal,Low Value,False,1,Loyal
178,2005-07-01,18,85.82,8,44.92,High Value,Low Value,False,2,High Value
178,2005-08-01,12,58.88,18,85.82,High Value,High Value,True,0,Low Value
178,2006-02-01,1,4.99,12,58.88,Low Value,Low Value,True,0,Low Value
179,2005-07-01,14,68.86,2,12.98,High Value,Low Value,False,2,High Value
179,2005-08-01,10,38.9,14,68.86,High Value,High Value,True,0,Low Value
180,2005-07-01,10,40.9,2,5.98,High Value,High Value,True,1,Loyal
180,2005-08-01,9,43.91,10,40.9,Big Spender,Loyal,False,2,High Value
180,2006-02-01,1,4.99,9,43.91,Low Value,Low Value,True,0,Low Value
181,2005-07-01,12,72.88,4,19.96,High Value,High Value,True,2,High Value
181,2005-08-01,16,71.84,12,72.88,High Value,High Value,True,2,High Value
181,2006-02-01,1,2.99,16,71.84,Low Value,Low Value,True,0,Low Value
182,2005-07-01,16,48.84,4,13.96,High Value,High Value,True,1,Loyal
182,2005-08-01,8,38.92,16,48.84,Big Spender,Big Spender,True,0,Low Value
183,2005-07-01,11,34.89,4,14.96,Loyal,High Value,False,1,Loyal
183,2005-08-01,7,25.93,11,34.89,Low Value,High Value,False,0,Low Value
184,2005-07-01,9,36.91,2,3.98,Low Value,High Value,False,1,Loyal
184,2005-08-01,9,39.91,9,36.91,Big Spender,Low Value,False,1,Loyal
185,2005-07-01,12,50.88,3,14.97,High Value,High Value,True,1,Loyal
185,2005-08-01,5,13.95,12,50.88,Low Value,Low Value,True,0,Low Value
186,2005-07-01,8,26.92,6,25.94,Low Value,Low Value,True,1,Loyal
186,2005-08-01,14,55.86,8,26.92,High Value,Low Value,False,2,High Value
186,2006-02-01,1,2.99,14,55.86,Low Value,Low Value,True,0,Low Value
187,2005-07-01,11,63.89,7,23.93,High Value,High Value,True,2,High Value
187,2005-08-01,9,63.91,11,63.89,Big Spender,Big Spender,True,2,High Value
188,2005-07-01,8,31.92,4,13.96,Low Value,High Value,False,1,Loyal
188,2005-08-01,12,43.88,8,31.92,High Value,Low Value,False,2,High Value
188,2006-02-01,1,2.99,12,43.88,Low Value,High Value,False,0,Low Value
189,2005-07-01,10,37.9,5,13.95,Loyal,High Value,False,1,Loyal
189,2005-08-01,6,35.94,10,37.9,Low Value,Low Value,True,0,Low Value
190,2005-07-01,7,27.93,5,19.95,Low Value,Low Value,True,1,Loyal
190,2005-08-01,12,49.88,7,27.93,High Value,Low Value,False,2,High Value
190,2006-02-01,1,4.99,12,49.88,Low Value,Low Value,True,0,Low Value
191,2005-07-01,9,39.91,6,17.94,Big Spender,High Value,False,1,Loyal
191,2005-08-01,2,7.98,9,39.91,Low Value,Low Value,True,0,Low Value
191,2006-02-01,1,0.99,2,7.98,Low Value,High Value,False,1,Loyal
192,2005-07-01,10,35.9,1,3.99,Loyal,High Value,False,1,Loyal
192,2005-08-01,10,52.9,10,35.9,High Value,High Value,True,2,High Value
192,2006-02-01,1,4.99,10,52.9,Low Value,Low Value,True,0,Low Value
193,2005-07-01,6,27.94,6,35.94,Low Value,High Value,False,0,Low Value
193,2005-08-01,10,38.9,6,27.94,High Value,Low Value,False,1,Loyal
193,2006-02-01,1,2.99,10,38.9,Low Value,Low Value,True,0,Low Value
194,2005-07-01,5,25.95,5,19.95,Low Value,Low Value,True,1,Loyal
194,2005-08-01,6,28.94,5,25.95,Low Value,Low Value,True,1,Loyal
195,2005-08-01,8,38.92,11,47.89,Big Spender,Low Value,False,0,Low Value
196,2005-07-01,14,63.86,8,31.92,High Value,Low Value,False,2,High Value
196,2005-08-01,9,32.91,14,63.86,Low Value,Low Value,True,0,Low Value
197,2005-07-01,8,35.92,8,31.92,Low Value,Low Value,True,1,Loyal
197,2005-08-01,16,65.84,8,35.92,High Value,High Value,True,2,High Value
198,2005-07-01,15,52.85,1,0.99,High Value,High Value,True,1,Loyal
198,2005-08-01,16,70.84,15,52.85,High Value,Low Value,False,2,High Value
199,2005-07-01,12,52.88,3,8.97,High Value,High Value,True,1,Loyal
199,2005-08-01,8,30.92,12,52.88,Low Value,Low Value,True,0,Low Value
199,2006-02-01,1,2.99,8,30.92,Low Value,Low Value,True,0,Low Value
200,2005-07-01,10,37.9,7,31.93,Loyal,Loyal,True,1,Loyal
200,2005-08-01,8,53.92,10,37.9,Big Spender,Low Value,False,2,High Value
200,2006-02-01,1,2.99,8,53.92,Low Value,Low Value,True,0,Low Value
201,2005-07-01,5,16.95,5,25.95,Low Value,Low Value,True,1,Loyal
201,2005-08-01,12,48.88,5,16.95,High Value,Low Value,False,1,Loyal
202,2005-07-01,13,52.87,4,9.96,High Value,High Value,True,1,Loyal
202,2005-08-01,9,40.91,13,52.87,Big Spender,High Value,False,0,Low Value
203,2005-07-01,7,40.93,4,18.96,Big Spender,High Value,False,1,Loyal
203,2005-08-01,8,27.92,7,40.93,Low Value,Low Value,True,0,Low Value
204,2005-07-01,14,48.86,6,31.94,High Value,High Value,True,2,High Value
204,2005-08-01,11,53.89,14,48.86,High Value,Low Value,False,2,High Value
205,2005-07-01,8,45.92,4,14.96,Big Spender,High Value,False,1,Loyal
205,2005-08-01,6,19.94,8,45.92,Low Value,Low Value,True,0,Low Value
206,2005-07-01,13,60.87,3,11.97,High Value,High Value,True,2,High Value
206,2005-08-01,11,53.89,13,60.87,High Value,High Value,True,2,High Value
207,2005-07-01,15,58.85,1,3.99,High Value,High Value,True,1,Loyal
207,2005-08-01,12,56.88,15,58.85,High Value,Low Value,False,2,High Value
208,2005-07-01,13,46.87,5,11.95,High Value,High Value,True,1,Loyal
208,2005-08-01,5,21.95,13,46.87,Low Value,Low Value,True,0,Low Value
208,2006-02-01,2,5.98,5,21.95,Low Value,Low Value,True,1,Loyal
209,2005-07-01,17,82.83,4,19.96,High Value,High Value,True,2,High Value
209,2005-08-01,8,44.92,17,82.83,Big Spender,Big Spender,True,0,Low Value
210,2005-07-01,18,73.82,2,3.98,High Value,High Value,True,2,High Value
210,2005-08-01,10,56.9,18,73.82,High Value,High Value,True,0,Low Value
211,2005-07-01,16,62.84,2,15.98,High Value,High Value,True,2,High Value
211,2005-08-01,14,62.86,16,62.84,High Value,High Value,True,2,High Value
211,2006-02-01,1,4.99,14,62.86,Low Value,Low Value,True,0,Low Value
212,2005-07-01,7,40.93,4,14.96,Big Spender,High Value,False,1,Loyal
212,2005-08-01,9,35.91,7,40.93,Low Value,Low Value,True,0,Low Value
213,2005-07-01,12,51.88,9,35.91,High Value,Low Value,False,2,High Value
213,2005-08-01,5,19.95,12,51.88,Low Value,High Value,False,0,Low Value
213,2006-02-01,1,2.99,5,19.95,Low Value,Low Value,True,1,Loyal
214,2005-07-01,8,35.92,3,10.97,Low Value,Low Value,True,1,Loyal
214,2005-08-01,14,53.86,8,35.92,High Value,High Value,True,2,High Value
214,2006-02-01,1,2.99,14,53.86,Low Value,High Value,False,0,Low Value
215,2005-07-01,7,31.93,6,23.94,Low Value,High Value,False,1,Loyal
215,2005-08-01,10,24.9,7,31.93,Loyal,Loyal,True,1,Loyal
215,2006-02-01,1,0.99,10,24.9,Low Value,Low Value,True,0,Low Value
216,2005-07-01,6,32.94,5,15.95,Low Value,Low Value,True,1,Loyal
216,2005-08-01,9,35.91,6,32.94,Low Value,Low Value,True,1,Loyal
216,2006-02-01,2,5.98,9,35.91,Low Value,Low Value,True,0,Low Value
217,2005-07-01,9,33.91,3,14.97,Low Value,High Value,False,1,Loyal
217,2005-08-01,9,37.91,9,33.91,Low Value,Low Value,True,1,Loyal
218,2005-07-01,8,37.92,3,4.97,Low Value,High Value,False,1,Loyal
218,2005-08-01,7,24.93,8,37.92,Low Value,Low Value,True,0,Low Value
219,2005-07-01,15,64.85,2,4.98,High Value,High Value,True,2,High Value
219,2005-08-01,7,25.93,15,64.85,Low Value,Low Value,True,0,Low Value
219,2006-02-01,1,4.99,7,25.93,Low Value,Low Value,True,0,Low Value
220,2005-07-01,12,59.88,1,0.99,High Value,High Value,True,1,Loyal
220,2005-08-01,12,48.88,12,59.88,High Value,High Value,True,0,Low Value
221,2005-07-01,12,58.88,5,23.95,High Value,High Value,True,2,High Value
221,2005-08-01,10,44.9,12,58.88,High Value,Low Value,False,0,Low Value
222,2005-07-01,11,46.89,2,15.98,High Value,High Value,True,1,Loyal
222,2005-08-01,3,8.97,11,46.89,Low Value,Big Spender,False,0,Low Value
223,2005-07-01,7,32.93,2,10.98,Low Value,High Value,False,1,Loyal
223,2005-08-01,7,33.93,7,32.93,Low Value,Low Value,True,1,Loyal
224,2005-07-01,9,27.91,3,15.97,Low Value,High Value,False,1,Loyal
224,2005-08-01,10,32.9,9,27.91,Loyal,Loyal,True,1,Loyal
225,2005-07-01,17,80.83,1,7.99,High Value,High Value,True,2,High Value
225,2005-08-01,6,22.94,17,80.83,Low Value,Big Spender,False,0,Low Value
226,2005-07-01,9,41.91,2,7.98,Big Spender,High Value,False,1,Loyal
226,2005-08-01,10,37.9,9,41.91,Loyal,Low Value,False,0,Low Value
227,2005-07-01,12,44.88,4,12.96,High Value,High Value,True,1,Loyal
227,2005-08-01,5,15.95,12,44.88,Low Value,High Value,False,0,Low Value
227,2006-02-01,1,4.99,5,15.95,Low Value,Low Value,True,1,Loyal
228,2005-07-01,15,54.85,4,13.96,High Value,High Value,True,1,Loyal
228,2005-08-01,4,13.96,15,54.85,Low Value,Low Value,True,0,Low Value
228,2006-02-01,2,3.98,4,13.96,Low Value,High Value,False,1,Loyal
229,2005-07-01,13,49.87,4,14.96,High Value,High Value,True,1,Loyal
229,2005-08-01,7,27.93,13,49.87,Low Value,Low Value,True,0,Low Value
229,2006-02-01,1,0.99,7,27.93,Low Value,Low Value,True,0,Low Value
230,2005-07-01,15,58.85,6,20.94,High Value,High Value,True,2,High Value
230,2005-08-01,10,38.9,15,58.85,High Value,Low Value,False,0,Low Value
231,2005-07-01,11,36.89,1,0.99,Loyal,High Value,False,1,Loyal
231,2005-08-01,11,50.89,11,36.89,High Value,High Value,True,2,High Value
232,2005-07-01,14,57.86,2,9.98,High Value,High Value,True,1,Loyal
232,2005-08-01,7,18.93,14,57.86,Low Value,Low Value,True,0,Low Value
233,2005-07-01,13,55.87,4,13.96,High Value,High Value,True,1,Loyal
233,2005-08-01,6,19.94,13,55.87,Low Value,Loyal,False,0,Low Value
234,2005-07-01,3,14.97,8,36.92,Low Value,Low Value,True,0,Low Value
234,2005-08-01,13,53.87,3,14.97,High Value,High Value,True,1,Loyal
234,2006-02-01,1,0.99,13,53.87,Low Value,Low Value,True,0,Low Value
235,2005-07-01,15,62.85,2,5.98,High Value,High Value,True,2,High Value
235,2005-08-01,6,20.94,15,62.85,Low Value,Low Value,True,0,Low Value
236,2005-07-01,20,73.8,8,37.92,High Value,Low Value,False,2,High Value
236,2005-08-01,10,53.9,20,73.8,High Value,High Value,True,0,Low Value
236,2006-02-01,1,0.99,10,53.9,Low Value,High Value,False,0,Low Value
237,2005-07-01,15,64.85,5,12.95,High Value,Low Value,False,2,High Value
237,2005-08-01,11,60.89,15,64.85,High Value,Low Value,False,2,High Value
238,2005-07-01,9,42.91,3,10.97,Big Spender,Low Value,False,1,Loyal
238,2005-08-01,7,32.93,9,42.91,Low Value,Low Value,True,0,Low Value
239,2005-07-01,12,48.88,5,23.95,High Value,High Value,True,1,Loyal
239,2005-08-01,11,35.89,12,48.88,Loyal,Loyal,True,0,Low Value
240,2005-07-01,12,51.88,3,14.97,High Value,High Value,True,1,Loyal
240,2005-08-01,8,39.92,12,51.88,Big Spender,High Value,False,0,Low Value
241,2005-07-01,15,53.85,5,11.95,High Value,High Value,True,1,Loyal
241,2005-08-01,12,44.88,15,53.85,High Value,High Value,True,0,Low Value
242,2005-07-01,9,38.91,6,29.94,Big Spender,High Value,False,1,Loyal
242,2005-08-01,14,59.86,9,38.91,High Value,High Value,True,2,High Value
243,2005-07-01,13,45.87,3,12.97,High Value,High Value,True,1,Loyal
243,2005-08-01,7,18.93,13,45.87,Low Value,Low Value,True,0,Low Value
244,2005-07-01,14,54.86,3,16.97,High Value,High Value,True,2,High Value
244,2005-08-01,12,45.88,14,54.86,High Value,High Value,True,0,Low Value
244,2006-02-01,1,4.99,12,45.88,Low Value,High Value,False,0,Low Value
245,2005-07-01,16,72.84,3,8.97,High Value,High Value,True,2,High Value
245,2005-08-01,6,18.94,16,72.84,Low Value,Low Value,True,0,Low Value
245,2006-02-01,1,2.99,6,18.94,Low Value,Low Value,True,1,Loyal
246,2005-07-01,6,27.94,5,12.95,Low Value,Low Value,True,1,Loyal
246,2005-08-01,7,35.93,6,27.94,Low Value,Low Value,True,1,Loyal
247,2005-07-01,7,33.93,1,5.99,Low Value,Low Value,True,1,Loyal
247,2005-08-01,11,48.89,7,33.93,High Value,Low Value,False,2,High Value
248,2005-07-01,6,18.94,2,4.98,Low Value,High Value,False,1,Loyal
248,2005-08-01,5,13.95,6,18.94,Low Value,Low Value,True,1,Loyal
249,2005-07-01,8,47.92,5,19.95,Big Spender,Low Value,False,1,Loyal
249,2005-08-01,6,20.94,8,47.92,Low Value,Low Value,True,0,Low Value
250,2005-07-01,7,19.93,1,4.99,Low Value,High Value,False,1,Loyal
250,2005-08-01,7,29.93,7,19.93,Low Value,Low Value,True,1,Loyal
251,2005-07-01,11,41.89,3,17.97,High Value,High Value,True,1,Loyal
251,2005-08-01,10,39.9,11,41.89,High Value,High Value,True,0,Low Value
251,2006-02-01,1,0.99,10,39.9,Low Value,Low Value,True,0,Low Value
252,2005-07-01,10,20.9,3,11.97,Loyal,High Value,False,1,Loyal
252,2005-08-01,6,20.94,10,20.9,Low Value,Low Value,True,1,Loyal
252,2006-02-01,1,4.99,6,20.94,Low Value,High Value,False,1,Loyal
253,2005-07-01,9,33.91,6,29.94,Low Value,High Value,False,1,Loyal
253,2005-08-01,11,52.89,9,33.91,High Value,Low Value,False,2,High Value
254,2005-07-01,13,55.87,5,13.95,High Value,High Value,True,1,Loyal
254,2005-08-01,12,37.88,13,55.87,Loyal,Loyal,True,0,Low Value
255,2005-07-01,7,23.93,4,15.96,Low Value,High Value,False,1,Loyal
255,2005-08-01,7,30.93,7,23.93,Low Value,High Value,False,1,Loyal
256,2005-07-01,6,12.94,7,30.93,Low Value,Low Value,True,0,Low Value
256,2005-08-01,12,53.88,6,12.94,High Value,Low Value,False,1,Loyal
257,2005-07-01,18,88.82,2,5.98,High Value,High Value,True,2,High Value
257,2005-08-01,14,47.86,18,88.82,High Value,Low Value,False,0,Low Value
258,2005-07-01,10,44.9,3,12.97,High Value,High Value,True,1,Loyal
258,2005-08-01,11,52.89,10,44.9,High Value,Low Value,False,2,High Value
259,2005-07-01,10,53.9,4,24.96,High Value,High Value,True,2,High Value
259,2005-08-01,15,73.85,10,53.9,High Value,High Value,True,2,High Value
260,2005-07-01,12,36.88,8,34.92,Loyal,Low Value,False,1,Loyal
260,2005-08-01,10,41.9,12,36.88,High Value,High Value,True,2,High Value
261,2005-07-01,7,28.93,6,23.94,Low Value,High Value,False,1,Loyal
261,2005-08-01,9,37.91,7,28.93,Low Value,Low Value,True,1,Loyal
262,2005-07-01,11,47.89,4,20.96,High Value,Low Value,False,1,Loyal
262,2005-08-01,12,45.88,11,47.89,High Value,Low Value,False,2,High Value
263,2005-07-01,13,43.87,2,10.98,High Value,High Value,True,1,Loyal
263,2005-08-01,11,60.89,13,43.87,High Value,High Value,True,2,High Value
263,2006-02-01,1,0.99,11,60.89,Low Value,Low Value,True,0,Low Value
264,2005-07-01,12,51.88,4,13.96,High Value,High Value,True,1,Loyal
264,2005-08-01,8,29.92,12,51.88,Low Value,High Value,False,0,Low Value
264,2006-02-01,1,2.99,8,29.92,Low Value,Low Value,True,0,Low Value
265,2005-07-01,16,70.84,3,15.97,High Value,High Value,True,2,High Value
265,2005-08-01,9,45.91,16,70.84,Big Spender,Big Spender,True,0,Low Value
266,2005-07-01,5,20.95,4,20.96,Low Value,Low Value,True,1,Loyal
266,2005-08-01,17,71.83,5,20.95,High Value,High Value,True,2,High Value
267,2005-07-01,11,45.89,9,38.91,High Value,High Value,True,2,High Value
267,2005-08-01,11,49.89,11,45.89,High Value,Low Value,False,2,High Value
267,2006-02-01,2,7.98,11,49.89,Low Value,Low Value,True,0,Low Value
268,2005-08-01,9,42.91,12,53.88,Big Spender,Loyal,False,0,Low Value
269,2005-08-01,10,45.9,9,46.91,High Value,Low Value,False,2,High Value
269,2006-02-01,2,3.98,10,45.9,Low Value,Low Value,True,0,Low Value
270,2005-08-01,12,44.88,7,30.93,High Value,Low Value,False,2,High Value
271,2005-08-01,7,25.93,9,30.91,Low Value,Low Value,True,1,Loyal
272,2005-08-01,7,28.93,6,36.94,Low Value,High Value,False,0,Low Value
273,2005-08-01,13,62.87,15,67.85,High Value,High Value,True,2,High Value
274,2005-08-01,16,69.84,10,45.9,High Value,Low Value,False,2,High Value
274,2006-02-01,1,0.99,16,69.84,Low Value,Low Value,True,0,Low Value
275,2005-08-01,16,59.84,9,32.91,High Value,High Value,True,2,High Value
276,2005-08-01,12,48.88,11,45.89,High Value,Low Value,False,2,High Value
277,2005-08-01,12,61.88,12,46.88,High Value,High Value,True,2,High Value
278,2005-08-01,12,33.88,9,37.91,Loyal,High Value,False,0,Low Value
279,2005-08-01,14,66.86,9,42.91,High Value,Low Value,False,2,High Value
279,2006-02-01,1,4.99,14,66.86,Low Value,Low Value,True,0,Low Value
280,2005-08-01,12,68.88,11,34.89,High Value,High Value,True,2,High Value
281,2005-08-01,2,4.98,8,27.92,Low Value,Low Value,True,0,Low Value
282,2005-08-01,4,13.96,15,64.85,Low Value,Low Value,True,0,Low Value
282,2006-02-01,1,0.99,4,13.96,Low Value,High Value,False,1,Loyal
283,2005-08-01,6,17.94,17,50.83,Low Value,Low Value,True,0,Low Value
284,2005-08-01,8,41.92,12,60.88,Big Spender,Big Spender,True,0,Low Value
284,2006-02-01,2,5.98,8,41.92,Low Value,Low Value,True,0,Low Value
285,2005-08-01,10,48.9,13,68.87,High Value,Low Value,False,0,Low Value
286,2005-08-01,7,19.93,17,76.83,Low Value,Low Value,True,0,Low Value
287,2005-08-01,10,38.9,11,40.89,High Value,High Value,True,0,Low Value
287,2006-02-01,1,0.99,10,38.9,Low Value,Low Value,True,0,Low Value
288,2005-08-01,10,29.9,9,22.91,Loyal,Loyal,True,1,Loyal
289,2005-08-01,12,54.88,12,49.88,High Value,Low Value,False,2,High Value
290,2005-08-01,8,28.92,14,51.86,Low Value,Low Value,True,0,Low Value
291,2005-08-01,5,20.95,12,52.88,Low Value,Low Value,True,0,Low Value
292,2005-08-01,6,27.94,16,74.84,Low Value,Low Value,True,0,Low Value
293,2005-08-01,11,60.89,10,46.9,High Value,High Value,True,2,High Value
294,2005-08-01,13,57.87,10,47.9,High Value,Low Value,False,2,High Value
295,2005-08-01,9,36.91,18,87.82,Low Value,Low Value,True,0,Low Value
295,2006-02-01,1,0.99,9,36.91,Low Value,Low Value,True,0,Low Value
296,2005-08-01,10,45.9,12,54.88,High Value,High Value,True,0,Low Value
296,2006-02-01,1,2.99,10,45.9,Low Value,Low Value,True,0,Low Value
297,2005-08-01,13,50.87,13,48.87,High Value,High Value,True,2,High Value
298,2005-08-01,11,45.89,10,32.9,High Value,High Value,True,2,High Value
299,2005-08-01,10,39.9,11,44.89,High Value,High Value,True,0,Low Value
300,2005-08-01,11,58.89,14,59.86,High Value,High Value,True,2,High Value
300,2006-02-01,1,4.99,11,58.89,Low Value,Low Value,True,0,Low Value
301,2005-08-01,5,22.95,10,48.9,Low Value,Low Value,True,0,Low Value
302,2005-08-01,11,45.89,15,67.85,High Value,High Value,True,0,Low Value
303,2005-08-01,10,33.9,9,36.91,Loyal,Low Value,False,0,Low Value
304,2005-08-01,7,26.93,12,52.88,Low Value,Low Value,True,0,Low Value
305,2005-08-01,10,42.9,10,44.9,High Value,Low Value,False,0,Low Value
306,2005-08-01,14,65.86,14,53.86,High Value,High Value,True,2,High Value
307,2005-08-01,7,29.93,13,62.87,Low Value,Low Value,True,0,Low Value
308,2005-08-01,13,53.87,6,27.94,High Value,Low Value,False,2,High Value
309,2005-08-01,9,36.91,16,76.84,Low Value,Low Value,True,0,Low Value
310,2005-08-01,5,26.95,8,41.92,Low Value,Low Value,True,0,Low Value
311,2005-08-01,7,34.93,8,45.92,Low Value,Low Value,True,0,Low Value
312,2005-08-01,9,32.91,11,48.89,Low Value,Low Value,True,0,Low Value
313,2005-08-01,9,38.91,7,24.93,Big Spender,High Value,False,1,Loyal
314,2005-08-01,11,45.89,18,67.82,High Value,High Value,True,0,Low Value
315,2005-08-01,5,16.95,8,47.92,Low Value,Low Value,True,0,Low Value
315,2006-02-01,1,2.99,5,16.95,Low Value,Low Value,True,1,Loyal
316,2005-08-01,7,24.93,12,55.88,Low Value,High Value,False,0,Low Value
317,2005-08-01,11,44.89,12,50.88,High Value,Low Value,False,0,Low Value
317,2006-02-01,1,0.99,11,44.89,Low Value,High Value,False,0,Low Value
318,2005-08-01,1,2.99,6,24.94,Low Value,Big Spender,False,0,Low Value
319,2005-08-01,9,40.91,12,52.88,Big Spender,Low Value,False,0,Low Value
320,2005-08-01,4,7.96,11,39.89,Low Value,Low Value,True,0,Low Value
321,2005-08-01,7,42.93,10,50.9,Big Spender,Big Spender,True,0,Low Value
322,2005-08-01,7,35.93,12,45.88,Low Value,High Value,False,0,Low Value
323,2005-08-01,10,32.9,15,58.85,Loyal,Low Value,False,0,Low Value
324,2005-08-01,9,41.91,12,50.88,Big Spender,Low Value,False,0,Low Value
324,2006-02-01,1,2.99,9,41.91,Low Value,Low Value,True,0,Low Value
325,2005-08-01,8,30.92,10,41.9,Low Value,Low Value,True,0,Low Value
326,2005-08-01,6,17.94,12,46.88,Low Value,High Value,False,0,Low Value
327,2005-08-01,13,58.87,5,12.95,High Value,Low Value,False,2,High Value
327,2006-02-01,1,2.99,13,58.87,Low Value,High Value,False,0,Low Value
328,2005-08-01,11,40.89,6,24.94,High Value,Big Spender,False,1,Loyal
329,2005-08-01,10,45.9,13,52.87,High Value,High Value,True,0,Low Value
330,2005-08-01,5,15.95,12,41.88,Low Value,Low Value,True,0,Low Value
330,2006-02-01,1,2.99,5,15.95,Low Value,Low Value,True,1,Loyal
331,2005-08-01,10,41.9,12,63.88,High Value,High Value,True,0,Low Value
332,2005-08-01,9,28.91,17,78.83,Low Value,Low Value,True,0,Low Value
333,2005-08-01,9,37.91,13,51.87,Low Value,Low Value,True,0,Low Value
334,2005-08-01,13,53.87,11,53.89,High Value,High Value,True,2,High Value
334,2006-02-01,1,0.99,13,53.87,Low Value,Low Value,True,0,Low Value
335,2005-08-01,6,16.94,15,55.85,Low Value,Low Value,True,0,Low Value
335,2006-02-01,1,0.99,6,16.94,Low Value,Low Value,True,1,Loyal
336,2005-08-01,9,39.91,12,52.88,Big Spender,Low Value,False,0,Low Value
336,2006-02-01,1,0.99,9,39.91,Low Value,Low Value,True,0,Low Value
337,2005-08-01,11,47.89,12,62.88,High Value,High Value,True,0,Low Value
337,2006-02-01,1,0.99,11,47.89,Low Value,Low Value,True,0,Low Value
338,2005-08-01,10,37.9,10,40.9,Loyal,Loyal,True,0,Low Value
339,2005-08-01,11,42.89,13,52.87,High Value,High Value,True,0,Low Value
340,2005-08-01,14,52.86,9,30.91,High Value,Low Value,False,2,High Value
341,2005-07-01,7,29.93,6,34.94,Low Value,Low Value,True,0,Low Value
341,2005-08-01,9,38.91,7,29.93,Big Spender,Low Value,False,1,Loyal
342,2005-07-01,12,45.88,3,14.97,High Value,High Value,True,1,Loyal
342,2005-08-01,17,69.83,12,45.88,High Value,High Value,True,2,High Value
343,2005-07-01,9,54.91,7,30.93,Big Spender,Low Value,False,2,High Value
343,2005-08-01,7,20.93,9,54.91,Low Value,Low Value,True,0,Low Value
344,2005-07-01,6,28.94,3,9.97,Low Value,High Value,False,1,Loyal
344,2005-08-01,7,25.93,6,28.94,Low Value,Low Value,True,1,Loyal
345,2005-07-01,10,49.9,4,11.96,High Value,High Value,True,1,Loyal
345,2005-08-01,7,42.93,10,49.9,Big Spender,Low Value,False,0,Low Value
346,2005-07-01,15,83.85,3,11.97,High Value,High Value,True,2,High Value
346,2005-08-01,12,49.88,15,83.85,High Value,High Value,True,0,Low Value
347,2005-07-01,17,65.83,5,31.95,High Value,High Value,True,2,High Value
347,2005-08-01,8,44.92,17,65.83,Big Spender,Big Spender,True,0,Low Value
348,2005-07-01,16,70.84,3,12.97,High Value,High Value,True,2,High Value
348,2005-08-01,15,60.85,16,70.84,High Value,Big Spender,False,2,High Value
